filters,activation,last_activation,epochs,batch_size,data_path,error,timestamp
36,selu,selu,277,8,../../../../../groups/yshirley/cnntrain,0.048780560266014114,2021-06-23 08:05:49.932002
36,selu,selu,277,8,../../../../../groups/yshirley/cnntrain,0.0,2021-06-23 08:48:35.398691
36,selu,selu,277,8,../../../../../groups/yshirley/cnntrain,0.024390243902439025,2021-06-23 09:32:43.810013
36,selu,selu,277,8,../../../../../groups/yshirley/cnntrain,0.0,2021-06-25 08:47:42.815436
